row_id,address_line_1,address_line_2,city,state,zip,phone,mon_hrs,tue_hrs,wed_hrs,thu_hrs,fri_hrs,sat_hrs,sun_hrs,drive-thru,mobile-order,dunkin-card,kcup,curbside-pickup,has-baskin-robbins,location
6558,4925 Van Dam St,Coastal Gas Station,Long Island City,NY,11101,(718) 706-6025,4:00 AM - 1:00 AM,4:00 AM - 1:00 AM,4:00 AM - 1:00 AM,4:00 AM - 1:00 AM,4:00 AM - 1:00 AM,4:00 AM - 1:00 AM,4:00 AM - 1:00 AM,False,True,True,True,False,False,"4925 Van Dam St Coastal Gas Station, Long Island City, NY, 11101"
6559,7389 Utica Blvd,,Lowville,NY,13367,(315) 376-4344,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,"7389 Utica Blvd, Lowville, NY, 13367"
6560,355 Sunrise Hwy,,Lynbrook,NY,11563,(516) 887-9720,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,True,True,True,False,False,"355 Sunrise Hwy, Lynbrook, NY, 11563"
6561,6 Ocean Ave,,Lynbrook,NY,11563,(516) 256-2821,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,True,"6 Ocean Ave, Lynbrook, NY, 11563"
6562,1231 State Route 31,,Macedon,NY,14502,(315) 986-4427,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,True,True,True,False,False,"1231 State Route 31, Macedon, NY, 14502"
6563,969 Route 6,,Mahopac,NY,10541,(845) 628-4060,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"969 Route 6, Mahopac, NY, 10541"
6564,3 Spaulding Ave,,Malone,NY,12953,(518) 481-1022,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,"3 Spaulding Ave, Malone, NY, 12953"
6565,3414 State Route 11,,Malone,NY,12953,(518) 481-8226,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,"3414 State Route 11, Malone, NY, 12953"
6566,509 State Route 67,,Malta,NY,12020,(518) 899-4265,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"509 State Route 67, Malta, NY, 12020"
6567,229 Mamaroneck Ave,,Mamaroneck,NY,10543,(914) 272-7938,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,False,True,True,False,False,"229 Mamaroneck Ave, Mamaroneck, NY, 10543"
6568,427 E Boston Post Rd,,Mamaroneck,NY,10543,(914) 272-7940,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:30 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,False,"427 E Boston Post Rd, Mamaroneck, NY, 10543"
6569,4127 State Route 96,,Manchester,NY,14504,(585) 412-5526,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"4127 State Route 96, Manchester, NY, 14504"
6570,370 Plandome Rd,,Manhasset,NY,11030,(516) 365-5232,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False,"370 Plandome Rd, Manhasset, NY, 11030"
6571,916 3rd Ave,#18,Manhattan,NY,10022,(646) 524-5805,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,False,True,True,True,False,False,"916 3rd Ave #18, Manhattan, NY, 10022"
6572,306 Fayette St,,Manlius,NY,13104,(315) 231-5038,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,"306 Fayette St, Manlius, NY, 13104"
6573,460 County Road 111,Unit 5,Manorville,NY,11949,(631) 399-1803,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,False,True,True,True,False,False,"460 County Road 111 Unit 5, Manorville, NY, 11949"
6574,9221 River Rd,,Marcy,NY,13403,(315) 736-2703,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,"9221 River Rd, Marcy, NY, 13403"
6575,1417 Route 9W,,Marlboro,NY,12542,,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"1417 Route 9W, Marlboro, NY, 12542"
6576,5951 Queens Midtown Expy,In Exxon Gas Station,Maspeth,NY,11378,(718) 424-2637,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,True,True,True,False,False,"5951 Queens Midtown Expy In Exxon Gas Station, Maspeth, NY, 11378"
6577,6103 Flushing Ave,,Maspeth,NY,11378,(718) 521-6190,5:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 11:00 PM,5:00 AM - 11:00 PM,True,True,True,True,False,True,"6103 Flushing Ave, Maspeth, NY, 11378"
6578,6908 Grand Ave,,Maspeth,NY,11378,(718) 247-9530,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,False,"6908 Grand Ave, Maspeth, NY, 11378"
6579,1000 Carmans Rd,,Massapequa,NY,11758,(516) 795-1805,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,False,True,True,True,False,False,"1000 Carmans Rd, Massapequa, NY, 11758"
6580,1399 Hicksville Rd,,Massapequa,NY,11758,(516) 798-8601,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,False,True,True,True,False,True,"1399 Hicksville Rd, Massapequa, NY, 11758"
6581,20 Broadway,,Massapequa,NY,11758,(516) 799-1466,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,False,True,True,True,False,False,"20 Broadway, Massapequa, NY, 11758"
6582,5477-5515 Merrick Road,,Massapequa,NY,11758,(516) 203-7519,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,6:00 AM - 9:00 PM,False,True,True,True,False,True,"5477-5515 Merrick Road, Massapequa, NY, 11758"
6583,4886 Sunrise Hwy,,Massapequa Park,NY,11762,(516) 798-3602,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,False,True,True,False,False,"4886 Sunrise Hwy, Massapequa Park, NY, 11762"
6584,371 S. Main St,,Massena,NY,13662,(315) 769-8773,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False,"371 S. Main St, Massena, NY, 13662"
6585,1495 Montauk Hwy,,Mastic,NY,11950,(631) 281-2103,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,True,"1495 Montauk Hwy, Mastic, NY, 11950"
6586,490 Mastic Rd,,Mastic Beach,NY,11951,(631) 772-2820,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"490 Mastic Rd, Mastic Beach, NY, 11951"
6587,2470 State Highway 30,,Mayfield,NY,12117,(518) 661-5344,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"2470 State Highway 30, Mayfield, NY, 12117"
6588,3742 State Route 11,,McGraw,NY,13101,(607) 758-3838,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 2:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False,"3742 State Route 11, McGraw, NY, 13101"
6589,16 S Central Ave,,Mechanicville,NY,12118,(518) 664-2022,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,False,True,True,False,False,"16 S Central Ave, Mechanicville, NY, 12118"
6590,286 Express Drive South,Gulf Gas Station,Medford,NY,11763,(631) 569-4431,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,True,True,True,False,False,"286 Express Drive South Gulf Gas Station, Medford, NY, 11763"
6591,3197 Horseblock Road,Medford Plaza Shopping Center,Medford,NY,11763,(631) 654-4936,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,True,"3197 Horseblock Road Medford Plaza Shopping Center, Medford, NY, 11763"
6592,11378 Maple Ridge Rd,,Medina,NY,14103,(585) 798-9531,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"11378 Maple Ridge Rd, Medina, NY, 14103"
6593,116 Broadhollow Rd,,Melville,NY,11747,(631) 425-0935,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,True,"116 Broadhollow Rd, Melville, NY, 11747"
6594,516 Walt Whitman Rd,,Melville,NY,11747,(631) 423-2946,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,"516 Walt Whitman Rd, Melville, NY, 11747"
6595,60 Broadway,,Menands,NY,12204,(518) 465-2970,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,True,True,True,False,False,"60 Broadway, Menands, NY, 12204"
6596,1731 Merrick Rd,,Merrick,NY,11566,(516) 379-8149,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,False,True,True,True,False,True,"1731 Merrick Rd, Merrick, NY, 11566"
6597,1766 Merrick Ave N,,Merrick,NY,11566,(516) 377-3827,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,False,True,True,True,False,True,"1766 Merrick Ave N, Merrick, NY, 11566"
6598,56 E Sunrise Hwy,,Merrick,NY,11566,(516) 608-5436,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,False,True,True,False,True,"56 E Sunrise Hwy, Merrick, NY, 11566"
6599,3378 Main St,,Mexico,NY,13114,(315) 963-7122,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,True,False,False,"3378 Main St, Mexico, NY, 13114"
6600,6010 80th St,,Middle Village,NY,11379,(718) 424-0615,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,False,"6010 80th St, Middle Village, NY, 11379"
6601,6122 Fresh Pond Rd,,Middle Village,NY,11379,(718) 418-2393,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,True,True,True,False,True,"6122 Fresh Pond Rd, Middle Village, NY, 11379"
6602,7513 Metropolitan Ave,,Middle Village,NY,11379,(718) 326-7837,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,False,True,True,True,False,False,"7513 Metropolitan Ave, Middle Village, NY, 11379"
6603,148 Dolson Ave,,Middletown,NY,10940,(845) 344-2972,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 8:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False,"148 Dolson Ave, Middletown, NY, 10940"
6604,2 Ben Gilman Way,,Middletown,NY,10941,(845) 673-5170,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,"2 Ben Gilman Way, Middletown, NY, 10941"
6605,2580 Route 302,,Middletown,NY,10941,(845) 361-5753,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,False,"2580 Route 302, Middletown, NY, 10941"
6606,350 Route 211 E,,Middletown,NY,10940,(845) 956-0090,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,False,False,False,"350 Route 211 E, Middletown, NY, 10940"
6607,486 Route 17M,,Middletown,NY,10940,(845) 645-1183,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"486 Route 17M, Middletown, NY, 10940"
6608,1445 Route 199,,Milan,NY,12571,(845) 835-5093,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,True,True,True,True,False,False,"1445 Route 199, Milan, NY, 12571"
6609,725 Route 25A,Store #2,Miller Place,NY,11764,(631) 228-4347,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,True,"725 Route 25A Store #2, Miller Place, NY, 11764"
6610,14 Trieble Ave,,Milton,NY,12020,(518) 884-8506,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,"14 Trieble Ave, Milton, NY, 12020"
6611,120 Old Country Rd,,Mineola,NY,11501,(516) 873-2500,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,"120 Old Country Rd, Mineola, NY, 11501"
6612,126 Jericho Turnpike,,Mineola,NY,11501,(516) 248-4666,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,True,True,True,True,False,False,"126 Jericho Turnpike, Mineola, NY, 11501"
6613,265 East Jericho Tpk,,Mineola,NY,11501,(516) 739-2503,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,True,"265 East Jericho Tpk, Mineola, NY, 11501"
6614,2067 State Route 32,,Modena,NY,12548,(845) 883-3194,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"2067 State Route 32, Modena, NY, 12548"
6615,1851 E Main St,,Mohegan Lake,NY,10547,(914) 526-5560,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,True,"1851 E Main St, Mohegan Lake, NY, 10547"
6616,1197 Route 208,,Monroe,NY,10950,(845) 782-8753,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"1197 Route 208, Monroe, NY, 10950"
6617,411 State Route 17M,,Monroe,NY,10950,(845) 783-4410,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"411 State Route 17M, Monroe, NY, 10950"
6618,791 Rt. 17,Monroe Shopping Center,Monroe,NY,10950,(845) 928-6144,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,False,False,True,True,False,False,"791 Rt. 17 Monroe Shopping Center, Monroe, NY, 10950"
6619,2095 Rt 208 East,,Montgomery,NY,12549,(845) 457-5052,4:00 AM - 9:00 PM,4:00 AM - 7:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"2095 Rt 208 East, Montgomery, NY, 12549"
6620,308 Route 17K,,Montgomery,NY,12550,(800) 447-0013,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,5:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,False,"308 Route 17K, Montgomery, NY, 12550"
6621,144 Jefferson St,,Monticello,NY,12701,(845) 513-4674,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False,"144 Jefferson St, Monticello, NY, 12701"
6622,4450 Route 42 N,,Monticello,NY,12701,(845) 794-2788,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,"4450 Route 42 N, Monticello, NY, 12701"
6623,1695 State Route 38,,Moravia,NY,13118,(315) 497-1220,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,True,True,True,True,False,False,"1695 State Route 38, Moravia, NY, 13118"
6624,176 N Bedford Rd,,Mount Kisco,NY,10549,(914) 241-2841,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,True,True,True,False,False,"176 N Bedford Rd, Mount Kisco, NY, 10549"
6625,681 E Main St,,Mount Kisco,NY,10549,(914) 244-9771,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,"681 E Main St, Mount Kisco, NY, 10549"
6626,66 E State St,,Mount Morris,NY,14510,(585) 658-9049,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,"66 E State St, Mount Morris, NY, 14510"
6627,381 Route 25A,,Mount Sinai,NY,11766,(631) 473-0060,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"381 Route 25A, Mount Sinai, NY, 11766"
6628,440 E Sanford Blvd,,Mount Vernon,NY,10550,(914) 663-7708,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,"440 E Sanford Blvd, Mount Vernon, NY, 10550"
6629,759 S Columbus Ave,,Mount Vernon,NY,10550,(914) 668-4862,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False,"759 S Columbus Ave, Mount Vernon, NY, 10550"
6630,9 Gramatan Ave,# 15,Mount Vernon,NY,10550,(914) 620-8766,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,False,True,True,True,False,False,"9 Gramatan Ave # 15, Mount Vernon, NY, 10550"
6631,213 W Route 59,,Nanuet,NY,10954,(845) 215-5605,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,4:30 AM - 11:00 PM,4:30 AM - 11:30 PM,5:00 AM - 11:30 PM,5:00 AM - 11:00 PM,False,False,True,True,False,True,"213 W Route 59, Nanuet, NY, 10954"
6632,223 Smithtown Blvd,,Nesconset,NY,11767,(631) 361-5100,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,"223 Smithtown Blvd, Nesconset, NY, 11767"
6633,30 N Main St,,New City,NY,10956,(845) 634-7239,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,False,True,True,False,False,"30 N Main St, New City, NY, 10956"
6634,1707 Burrstone Rd,,New Hartford,NY,13413,(315) 570-2397,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False,"1707 Burrstone Rd, New Hartford, NY, 13413"
6635,45 Kellogg Rd,,New Hartford,NY,13413,(315) 732-7604,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"45 Kellogg Rd, New Hartford, NY, 13413"
