,address_line_1,address_line_2,city,state,zip,phone,mon_hrs,tue_hrs,wed_hrs,thu_hrs,fri_hrs,sat_hrs,sun_hrs,drive-thru,mobile-order,dunkin-card,kcup,curbside-pickup,has-baskin-robbins
8331,1319 Eddie Dowling Hwy,N/A,Lincoln,RI,02865,(401) 765-0800,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8332,1600 Louisquisset Pike,Twin River Casino,Lincoln,RI,02865,(401) 725-9490,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,False,True,True,False,False
8333,1600B Louisquisett Pike,Unit 2,Lincoln,RI,02865,(401) 725-9490,9:00 AM - 12:00 AM,9:00 AM - 12:00 AM,9:00 AM - 12:00 AM,9:00 AM - 12:00 AM,9:00 AM - 12:00 AM,9:00 AM - 12:00 AM,9:00 AM - 12:00 AM,False,True,False,False,False,False
8334,1783 Old Louisquisset Pike,Season's Gas Station,Lincoln,RI,02865,(401) 642-5653,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,False,False,False
8335,629 George Washington Hwy,N/A,Lincoln,RI,02865,(401) 333-8206,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8336,159 E Main Rd,N/A,Middletown,RI,02842,(401) 842-6900,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 6:00 PM,True,True,True,True,False,False
8337,536 E Main Rd,N/A,Middletown,RI,02842,(401) 849-4516,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8338,811 W Main Rd,N/A,Middletown,RI,02842,(401) 849-7505,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8339,1189 Boston Neck Rd,N/A,Narragansett,RI,02882,(401) 789-0546,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
8340,855 Point Judith Rd,N/A,Narragansett,RI,02882,(401) 789-7834,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,False,True,True,True,False,False
8341,94 Point Judith Rd,N/A,Narragansett,RI,02882,(401) 782-4220,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
8342,194 Connell Hwy,N/A,Newport,RI,02840,(401) 849-9568,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8343,7 Memorial Blvd,N/A,Newport,RI,02840,(401) 849-2537,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,True,True,False,False,False
8344,1241 Ten Rod Road,N/A,North Kingstown,RI,02852,(401) 294-3112,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8345,6166 Post Rd,N/A,North Kingstown,RI,02852,(401) 886-5230,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
8346,6923 Post Rd,N/A,North Kingstown,RI,02852,(401) 471-7263,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False
8347,1075 N Main St,N/A,North Providence,RI,02904,(401) 831-7860,6:30 AM - 7:00 PM,6:30 AM - 7:00 PM,6:30 AM - 7:00 PM,6:30 AM - 7:00 PM,6:30 AM - 7:00 PM,6:30 AM - 7:00 PM,6:30 AM - 6:00 PM,True,True,True,False,False,False
8348,1484 Mineral Spring Ave,N/A,North Providence,RI,02904,(401) 854-1097,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
8349,1592 Mineral Spring Ave,N/A,North Providence,RI,02904,(401) 854-0998,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False
8350,1800 Smith St,N/A,North Providence,RI,02911,(401) 349-3440,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,True,False,True,True,False,False
8351,1871 Mineral Spring Ave,N/A,North Providence,RI,02904,(401) 854-0958,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
8352,50 Admiral St,N/A,North Providence,RI,02908,(401) 421-2840,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False
8353,1199 Chopmist Hill Rd,N/A,North Scituate,RI,02857,(401) 227-9290,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False
8354,120 Eddie Dowling Hwy,In Walmart,North Smithfield,RI,02896,(401) 766-2178,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False
8355,941 Victory Hwy,N/A,North Smithfield,RI,02896,(401) 769-1505,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False
8356,1 South Main St,N/A,Pascoag,RI,02859,(401) 710-9747,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,False
8357,1 Colfax St,N/A,Pawtucket,RI,02860,(401) 696-9723,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,False,False,False
8358,105 Cedar St,N/A,Pawtucket,RI,02860,(401) 729-5887,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,True,True,True,True,False,False
8359,109 East St,N/A,Pawtucket,RI,02860,(401) 724-6366,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,False,True,True,False,False
8360,1113 Central Avenue,N/A,Pawtucket,RI,02861,(401) 722-7177,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False
8361,1414 Newport Ave,N/A,Pawtucket,RI,02861,(401) 724-2412,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8362,192 Division St,N/A,Pawtucket,RI,02860,(401) 729-4887,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,False,True,True,True,False,False
8363,205 Dexter St,N/A,Pawtucket,RI,02860,(401) 726-6501,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False
8364,337 Armistice Blvd,N/A,Pawtucket,RI,02861,(401) 726-9801,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,True,False,True,True,False,False
8365,372 Cottage St,N/A,Pawtucket,RI,02861,(401) 723-5878,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,True,False,False
8366,421 Broadway,N/A,Pawtucket,RI,02860,(401) 724-1800,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
8367,465 Lonsdale Ave,N/A,Pawtucket,RI,02860,(401) 721-0755,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
8368,750 Mineral Spring Ave,N/A,Pawtucket,RI,02860,(401) 854-1092,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,False
8369,81 Newport Ave,N/A,Pawtucket,RI,02861,(401) 722-1009,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False
8370,1550 W Main Rd,N/A,Portsmouth,RI,02871,(401) 682-1396,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8371,3001 E Main Rd,N/A,Portsmouth,RI,02871,(401) 683-9832,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
8372,1 Cunningham Square,Providence College,Providence,RI,02918,(401) 865-1535,8:00 AM - 1:00 PM,8:00 AM - 1:00 PM,8:00 AM - 1:00 PM,8:00 AM - 1:00 PM,Closed,Closed,Closed,False,True,True,True,False,False
8373,1 La Salle Square,Dunkin Donuts Center,Providence,RI,02903,(848) 333-2155,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,10:00 AM - 4:00 PM,Closed,False,False,False,False,False,False
8374,1009 Smith St,N/A,Providence,RI,02908,(401) 490-9760,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,False,True,True,True,False,False
8375,1245 N Main St,N/A,Providence,RI,02904,(401) 274-3472,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
8376,133 Gano Street,N/A,Providence,RI,02906,(401) 831-9515,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,False
8377,14 Pleasant Valley Pky,N/A,Providence,RI,02908,(401) 272-6910,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False
8378,141 Westminster St,N/A,Providence,RI,02903,(401) 831-3234,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,False,True,True,True,False,False
8379,251 Smith St,N/A,Providence,RI,02908,(401) 273-0880,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False
8380,270 Academy Ave,N/A,Providence,RI,02908,(401) 563-8652,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,False,True,True,True,False,False
8381,315 Broad St,N/A,Providence,RI,02907,(401) 414-0690,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
8382,51 Manton Ave,N/A,Providence,RI,02909,(401) 621-7996,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
8383,5515 Providence Place Mall,3rd Floor - Food Court,Providence,RI,02903,(401) 270-1255,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 6:00 PM,False,False,True,False,False,False
8384,552 Cranston St,N/A,Providence,RI,02907,(401) 861-0288,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,False,False,False
8385,579 Atwells Ave,Unit 3 Bldg E,Providence,RI,02909,(401) 473-0252,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,True,False,False
8386,672 Plainfield St,N/A,Providence,RI,02909,(401) 464-4546,4:00 AM - 10:30 PM,4:00 AM - 10:30 PM,4:00 AM - 10:30 PM,4:00 AM - 10:30 PM,4:00 AM - 10:30 PM,4:00 AM - 10:30 PM,4:00 AM - 10:30 PM,True,True,True,True,False,False
8387,740 Branch Ave,N/A,Providence,RI,02904,(401) 521-5760,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,True,False,False
8388,81 Washington St,N/A,Providence,RI,02903,(401) 272-0374,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,7:00 AM - 2:00 PM,Closed,False,True,True,True,False,False
8389,820 Allens Ave,N/A,Providence,RI,02905,(401) 473-0248,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
8390,850 Eddy St,N/A,Providence,RI,02905,(401) 461-5700,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,4:30 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
8391,860 Elmwood Ave,N/A,Providence,RI,02907,(401) 461-8647,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
8392,One Lasalle Sqare,Dunkin' Donuts Center,Providence,RI,02903,(401) 272-7337,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,10:00 AM - 2:00 PM,Closed,False,False,False,False,False,False
8393,26 Kingstown Rd,N/A,Richmond,RI,02898,(401) 539-0610,3:00 AM - 9:00 PM,3:00 AM - 9:00 PM,3:00 AM - 9:00 PM,3:00 AM - 9:00 PM,3:00 AM - 9:00 PM,3:00 AM - 9:00 PM,3:00 AM - 9:00 PM,True,True,True,True,False,False
8394,418 Kingston Road,N/A,Richmond,RI,02898,(401) 783-0003,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
8395,925 Willett Ave,N/A,Riverside,RI,02915,(401) 433-4570,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False
8396,223 Newport Ave,N/A,Rumford,RI,02916,(401) 431-0001,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,False,True,True,False,False
8397,399 N Broadway,N/A,Rumford,RI,02916,(401) 434-3213,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8398,3045 Tower Hill Rd,N/A,Saunderstown,RI,02874,(401) 789-0913,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,False,True,True,True,False,False
8399,1130 Douglas Pike,Bryant College,Smithfield,RI,02917,(401) 531-6675,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,8:00 AM - 2:00 PM,Closed,Closed,False,True,True,False,False,False
8400,151 Douglas Pike,Unit 10,Smithfield,RI,02917,(401) 231-1580,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False
8401,259 Putnam Pike,N/A,Smithfield,RI,02917,(401) 231-4835,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,False,True,True,False,False
8402,385 Putnam Pike,N/A,Smithfield,RI,02917,(401) 231-3080,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,True,True,True,True,False,False
8403,471 Putnam Pike,N/A,Smithfield,RI,02917,(401) 949-6916,5:00 AM - 9:00 PM,5:00 AM - 7:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 6:00 PM,5:00 AM - 9:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False
8404,639B Putnam Pike,N/A,Smithfield,RI,02828,(401) 949-3861,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
8405,970 Douglas Pike,N/A,Smithfield,RI,02917,(401) 349-4396,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8406,1892 Kingstown Rd,N/A,South Kingstown,RI,02879,(401) 789-1853,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False
8407,1735 Stafford Rd,N/A,Tiverton,RI,02878,(401) 625-1063,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8408,496 Main Rd,N/A,Tiverton,RI,02878,(401) 624-2742,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
8409,777 Tiverton Casino Blvd,N/A,Tiverton,RI,02878,(401) 816-5024,6:00 AM - 1:00 AM,6:00 AM - 1:00 AM,6:00 AM - 1:00 AM,6:00 AM - 1:00 AM,6:00 AM - 1:00 AM,6:00 AM - 1:00 AM,6:00 AM - 1:00 AM,False,True,True,True,False,False
8410,231 Old Tower Hill Rd,N/A,Wakefield,RI,02879,(401) 789-5419,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
8411,375 Main St,N/A,Warren,RI,02885,(401) 245-9400,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8412,621 Metacom Ave,N/A,Warren,RI,02885,(401) 245-4892,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,True,True,True,True,False,False
8413,670 Metacom Ave,N/A,Warren,RI,02885,(401) 245-0811,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,True,False,True,True,False,False
8414,1016 Centerville Rd,N/A,Warwick,RI,02886,(401) 821-2441,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False
8415,1346 Greenwich Ave,N/A,Warwick,RI,02886,(401) 738-6260,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,True,True,True,True,False,False
8416,1582 Warwick Ave,N/A,Warwick,RI,02889,(401) 737-9796,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8417,1678 Post Rd,N/A,Warwick,RI,02888,(401) 732-4105,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
8418,1710 West Shore Rd,N/A,Warwick,RI,02889,(401) 736-0378,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
8419,1719 Elmwood Ave,N/A,Warwick,RI,02888,(401) 941-5651,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False
8420,2003 Post Rd,N/A,Warwick,RI,02886,(401) 737-8832,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,True,True,True,False,False
